tel,appid,time,count
13900000141,0,0,0
13900000142,0,0,0
13900000143,0,0,0
13900000144,0,0,0
13900000145,0,0,0
13900000146,0,0,0
13900000147,0,0,0
13900000148,0,0,0
13900000149,0,0,0
13900000150,0,0,0
13900000151,0,0,0
13900000152,0,0,0
13900000153,0,0,0
13900000154,0,0,0
13900000155,0,0,0
13900000156,0,0,0
13900000157,0,0,0
13900000158,0,0,0
13900000159,0,0,0
13900000160,0,0,0
13900000161,0,0,0
13900000162,0,0,0
13900000163,0,0,0
13900000164,0,0,0
13900000165,0,0,0
13900000166,0,0,0
13900000167,0,0,0
13900000168,0,0,0
13900000169,0,0,0
13900000170,0,0,0
13900000171,0,0,0
13900000172,0,0,0
13900000173,0,0,0
13900000174,0,0,0
13900000175,0,0,0
13900000176,0,0,0
13900000177,0,0,0
13900000178,0,0,0
13900000179,0,0,0
13900000180,0,0,0
13900000181,0,0,0
13900000182,0,0,0
13900000183,0,0,0
13900000184,0,0,0
13900000185,0,0,0
13900000186,0,0,0
13900000187,0,0,0
13900000188,0,0,0
13900000189,0,0,0
13900000190,0,0,0
13900000191,0,0,0
13900000192,0,0,0
13900000193,0,0,0
13900000194,0,0,0
13900000195,0,0,0
13900000196,0,0,0
13900000197,0,0,0
13900000198,0,0,0
13900000199,0,0,0
13900000200,0,0,0
13900000201,0,0,0
13900000202,0,0,0
13900000203,0,0,0
13900000204,0,0,0
13900000205,0,0,0
13900000206,0,0,0
13900000207,0,0,0
13900000208,0,0,0
13900000209,0,0,0
13900000210,0,0,0
13900000211,0,0,0
13900000212,0,0,0
13900000213,0,0,0
13900000214,0,0,0
13900000215,0,0,0
13900000216,0,0,0
13900000217,0,0,0
13900000218,0,0,0
13900000219,0,0,0
13900000220,0,0,0
13900000221,0,0,0
13900000222,0,0,0
13900000223,0,0,0
13900000224,0,0,0
13900000225,0,0,0
13900000226,0,0,0
13900000227,0,0,0
13900000228,0,0,0
13900000229,0,0,0
13900000230,0,0,0
13900000231,0,0,0
13900000232,0,0,0
13900000233,0,0,0
13900000234,0,0,0
13900000235,0,0,0
13900000236,0,0,0
13900000237,0,0,0
13900000238,0,0,0
13900000239,0,0,0
13900000240,0,0,0
13900000241,0,0,0
13900000242,0,0,0
13900000243,0,0,0
13900000244,0,0,0
13900000245,0,0,0
13900000246,0,0,0
13900000247,0,0,0
13900000248,0,0,0
13900000249,0,0,0
13900000250,0,0,0
13900000251,0,0,0
13900000252,0,0,0
13900000253,0,0,0
13900000254,0,0,0
13900000255,0,0,0
13900000256,0,0,0
13900000257,0,0,0
13900000258,0,0,0
13900000259,0,0,0
13900000260,0,0,0
13900000261,0,0,0
13900000262,0,0,0
13900000263,0,0,0
13900000264,0,0,0
13900000265,0,0,0
13900000266,0,0,0
13900000267,0,0,0
13900000268,0,0,0
13900000269,0,0,0
13900000270,0,0,0
13900000271,0,0,0
13900000272,0,0,0
13900000273,0,0,0
13900000274,0,0,0
13900000275,0,0,0
13900000276,0,0,0
13900000277,0,0,0
13900000278,0,0,0
13900000279,0,0,0
13900000280,0,0,0
13900000281,0,0,0
13900000282,0,0,0
13900000283,0,0,0
13900000284,0,0,0
13900000285,0,0,0
13900000286,0,0,0
13900000287,0,0,0
13900000288,0,0,0
13900000289,0,0,0
13900000290,0,0,0
13900000291,0,0,0
13900000292,0,0,0
13900000293,0,0,0
13900000294,0,0,0
13900000295,0,0,0
13900000296,0,0,0
13900000297,0,0,0
13900000298,0,0,0
13900000299,0,0,0
13900000300,0,0,0
13900000301,0,0,0
13900000302,0,0,0
13900000303,0,0,0
13900000304,0,0,0
13900000305,0,0,0
13900000306,0,0,0
13900000307,0,0,0
13900000308,0,0,0
13900000309,0,0,0
13900000310,0,0,0
13900000311,0,0,0
13900000312,0,0,0
13900000313,0,0,0
13900000314,0,0,0
13900000315,0,0,0
13900000316,0,0,0
13900000317,0,0,0
13900000318,0,0,0
13900000319,0,0,0
13900000320,0,0,0
13900000321,0,0,0
13900000322,0,0,0
13900000323,0,0,0
13900000324,0,0,0
13900000325,0,0,0
13900000326,0,0,0
13900000327,0,0,0
13900000328,0,0,0
13900000329,0,0,0
13900000330,0,0,0
13900000331,0,0,0
13900000332,0,0,0
13900000333,0,0,0
13900000334,0,0,0
13900000335,0,0,0
13900000336,0,0,0
13900000337,0,0,0
13900000338,0,0,0
13900000339,0,0,0
13900000340,0,0,0
13900000341,0,0,0
13900000342,0,0,0
13900000343,0,0,0
13900000344,0,0,0
13900000345,0,0,0
13900000346,0,0,0
13900000347,0,0,0
13900000348,0,0,0
13900000349,0,0,0
13900000350,0,0,0
13900000351,0,0,0
13900000352,0,0,0
13900000353,0,0,0
13900000354,0,0,0
13900000355,0,0,0
13900000356,0,0,0
13900000357,0,0,0
13900000358,0,0,0
13900000359,0,0,0
13900000360,0,0,0
13900000361,0,0,0
13900000362,0,0,0
13900000363,0,0,0
13900000364,0,0,0
13900000365,0,0,0
13900000366,0,0,0
13900000367,0,0,0
13900000368,0,0,0
13900000369,0,0,0
13900000370,0,0,0
13900000371,0,0,0
13900000372,0,0,0
13900000373,0,0,0
13900000374,0,0,0
13900000375,0,0,0
13900000376,0,0,0
13900000377,0,0,0
13900000378,0,0,0
13900000379,0,0,0
13900000380,0,0,0
13900000381,0,0,0
13900000382,0,0,0
13900000383,0,0,0
13900000384,0,0,0
13900000385,0,0,0
13900000386,0,0,0
13900000387,0,0,0
13900000388,0,0,0
13900000389,0,0,0
13900000390,0,0,0
13900000391,0,0,0
13900000392,0,0,0
13900000393,0,0,0
13900000394,0,0,0
13900000395,0,0,0
13900000396,0,0,0
13900000397,0,0,0
13900000398,0,0,0
13900000399,0,0,0
13900000400,0,0,0
13900000401,0,0,0
13900000402,0,0,0
13900000403,0,0,0
13900000404,0,0,0
13900000405,0,0,0
13900000406,0,0,0
13900000407,0,0,0
13900000408,0,0,0
13900000409,0,0,0
13900000410,0,0,0
13900000411,0,0,0
13900000412,0,0,0
13900000413,0,0,0
13900000414,0,0,0
13900000415,0,0,0
13900000416,0,0,0
13900000417,0,0,0
13900000418,0,0,0
13900000419,0,0,0
13900000420,0,0,0
13900000421,0,0,0
13900000422,0,0,0
13900000423,0,0,0
13900000424,0,0,0
13900000425,0,0,0
13900000426,0,0,0
13900000427,0,0,0
13900000428,0,0,0
13900000429,0,0,0
13900000430,0,0,0
13900000431,0,0,0
13900000432,0,0,0
13900000433,0,0,0
13900000434,0,0,0
13900000435,0,0,0
13900000436,0,0,0
13900000437,0,0,0
13900000438,0,0,0
13900000439,0,0,0
13900000440,0,0,0
13900000441,0,0,0
13900000442,0,0,0
13900000443,0,0,0
13900000444,0,0,0
13900000445,0,0,0
13900000446,0,0,0
13900000447,0,0,0
13900000448,0,0,0
13900000449,0,0,0
13900000450,0,0,0
13900000451,0,0,0
13900000452,0,0,0
13900000453,0,0,0
13900000454,0,0,0
13900000455,0,0,0
13900000456,0,0,0
13900000457,0,0,0
13900000458,0,0,0
13900000459,0,0,0
13900000460,0,0,0
13900000461,0,0,0
13900000462,0,0,0
13900000463,0,0,0
13900000464,0,0,0
13900000465,0,0,0
13900000466,0,0,0
13900000467,0,0,0
13900000468,0,0,0
13900000469,0,0,0
13900000470,0,0,0
13900000471,0,0,0
13900000472,0,0,0
13900000473,0,0,0
13900000474,0,0,0
13900000475,0,0,0
13900000476,0,0,0
13900000477,0,0,0
13900000478,0,0,0
13900000479,0,0,0
13900000480,0,0,0
13900000481,0,0,0
13900000482,0,0,0
13900000483,0,0,0
13900000484,0,0,0
13900000485,0,0,0
13900000486,0,0,0
13900000487,0,0,0
13900000488,0,0,0
13900000489,0,0,0
13900000490,0,0,0
13900000491,0,0,0
13900000492,0,0,0
13900000493,0,0,0
13900000494,0,0,0
13900000495,0,0,0
13900000496,0,0,0
13900000497,0,0,0
13900000498,0,0,0
13900000499,0,0,0
13900000500,0,0,0
13900000501,0,0,0
13900000502,0,0,0
13900000503,0,0,0
13900000504,0,0,0
13900000505,0,0,0
13900000506,0,0,0
13900000507,0,0,0
13900000508,0,0,0
13900000509,0,0,0
13900000510,0,0,0
13900000511,0,0,0
13900000512,0,0,0
13900000513,0,0,0
13900000514,0,0,0
13900000515,0,0,0
13900000516,0,0,0
13900000517,0,0,0
13900000518,0,0,0
13900000519,0,0,0
13900000520,0,0,0
13900000521,0,0,0
13900000522,0,0,0
13900000523,0,0,0
13900000524,0,0,0
13900000525,0,0,0
13900000526,0,0,0
13900000527,0,0,0
13900000528,0,0,0
13900000529,0,0,0
13900000530,0,0,0
13900000531,0,0,0
13900000532,0,0,0
13900000533,0,0,0
13900000534,0,0,0
13900000535,0,0,0
13900000536,0,0,0
13900000537,0,0,0
13900000538,0,0,0
13900000539,0,0,0
13900000540,0,0,0
13900000541,0,0,0
13900000542,0,0,0
13900000543,0,0,0
13900000544,0,0,0
13900000545,0,0,0
13900000546,0,0,0
13900000547,0,0,0
13900000548,0,0,0
13900000549,0,0,0
13900000550,0,0,0
13900000551,0,0,0
13900000552,0,0,0
13900000553,0,0,0
13900000554,0,0,0
13900000555,0,0,0
13900000556,0,0,0
13900000557,0,0,0
13900000558,0,0,0
13900000559,0,0,0
13900000560,0,0,0
13900000561,0,0,0
13900000562,0,0,0
13900000563,0,0,0
13900000564,0,0,0
13900000565,0,0,0
13900000566,0,0,0
13900000567,0,0,0
13900000568,0,0,0
13900000569,0,0,0
13900000570,0,0,0
13900000571,0,0,0
13900000572,0,0,0
13900000573,0,0,0
13900000574,0,0,0
13900000575,0,0,0
13900000576,0,0,0
13900000577,0,0,0
13900000578,0,0,0
13900000579,0,0,0
13900000580,0,0,0
13900000581,0,0,0
13900000582,0,0,0
13900000583,0,0,0
13900000584,0,0,0
13900000585,0,0,0
13900000586,0,0,0
13900000587,0,0,0
13900000588,0,0,0
13900000589,0,0,0
13900000590,0,0,0
13900000591,0,0,0
13900000592,0,0,0
13900000593,0,0,0
13900000594,0,0,0
13900000595,0,0,0
13900000596,0,0,0
13900000597,0,0,0
13900000598,0,0,0
13900000599,0,0,0
13900000600,0,0,0
13900000601,0,0,0
13900000602,0,0,0
13900000603,0,0,0
13900000604,0,0,0
13900000605,0,0,0
13900000606,0,0,0
13900000607,0,0,0
13900000608,0,0,0
13900000609,0,0,0
13900000610,0,0,0
13900000611,0,0,0
13900000612,0,0,0
13900000613,0,0,0
13900000614,0,0,0
13900000615,0,0,0
13900000616,0,0,0
13900000617,0,0,0
13900000618,0,0,0
13900000619,0,0,0
13900000620,0,0,0
13900000621,0,0,0
13900000622,0,0,0
13900000623,0,0,0
13900000624,0,0,0
13900000625,0,0,0
13900000626,0,0,0
13900000627,0,0,0
13900000628,0,0,0
13900000629,0,0,0
13900000630,0,0,0
13900000631,0,0,0
13900000632,0,0,0
13900000633,0,0,0
13900000634,0,0,0
13900000635,0,0,0
13900000636,0,0,0
13900000637,0,0,0
13900000638,0,0,0
13900000639,0,0,0
13900000640,0,0,0
13900000641,0,0,0
13900000642,0,0,0
13900000643,0,0,0
13900000644,0,0,0
13900000645,0,0,0
13900000646,0,0,0
13900000647,0,0,0
13900000648,0,0,0
13900000649,0,0,0
13900000650,0,0,0
13900000651,0,0,0
13900000652,0,0,0
13900000653,0,0,0
13900000654,0,0,0
13900000655,0,0,0
13900000656,0,0,0
13900000657,0,0,0
13900000658,0,0,0
13900000659,0,0,0
13900000660,0,0,0
13900000661,0,0,0
13900000662,0,0,0
13900000663,0,0,0
13900000664,0,0,0
13900000665,0,0,0
13900000666,0,0,0
13900000667,0,0,0
13900000668,0,0,0
13900000669,0,0,0
13900000670,0,0,0
13900000671,0,0,0
13900000672,0,0,0
13900000673,0,0,0
13900000674,0,0,0
13900000675,0,0,0
13900000676,0,0,0
13900000677,0,0,0
13900000678,0,0,0
13900000679,0,0,0
13900000680,0,0,0
13900000681,0,0,0
13900000682,0,0,0
13900000683,0,0,0
13900000684,0,0,0
13900000685,0,0,0
13900000686,0,0,0
13900000687,0,0,0
13900000688,0,0,0
13900000689,0,0,0
13900000690,0,0,0
13900000691,0,0,0
13900000692,0,0,0
13900000693,0,0,0
13900000694,0,0,0
13900000695,0,0,0
13900000696,0,0,0
13900000697,0,0,0
13900000698,0,0,0
13900000699,0,0,0
13900000700,0,0,0
13900000701,0,0,0
13900000702,0,0,0
13900000703,0,0,0
13900000704,0,0,0
13900000705,0,0,0
13900000706,0,0,0
13900000707,0,0,0
13900000708,0,0,0
13900000709,0,0,0
13900000710,0,0,0
13900000711,0,0,0
13900000712,0,0,0
13900000713,0,0,0
13900000714,0,0,0
13900000715,0,0,0
13900000716,0,0,0
13900000717,0,0,0
13900000718,0,0,0
13900000719,0,0,0
13900000720,0,0,0
13900000721,0,0,0
13900000722,0,0,0
13900000723,0,0,0
13900000724,0,0,0
13900000725,0,0,0
13900000726,0,0,0
13900000727,0,0,0
13900000728,0,0,0
13900000729,0,0,0
13900000730,0,0,0
13900000731,0,0,0
13900000732,0,0,0
13900000733,0,0,0
13900000734,0,0,0
13900000735,0,0,0
13900000736,0,0,0
13900000737,0,0,0
13900000738,0,0,0
13900000739,0,0,0
13900000740,0,0,0
13900000741,0,0,0
13900000742,0,0,0
13900000743,0,0,0
13900000744,0,0,0
13900000745,0,0,0
13900000746,0,0,0
13900000747,0,0,0
13900000748,0,0,0
13900000749,0,0,0
13900000750,0,0,0
13900000751,0,0,0
13900000752,0,0,0
13900000753,0,0,0
13900000754,0,0,0
13900000755,0,0,0
13900000756,0,0,0
13900000757,0,0,0
13900000758,0,0,0
13900000759,0,0,0
13900000760,0,0,0
13900000761,0,0,0
13900000762,0,0,0
13900000763,0,0,0
13900000764,0,0,0
13900000765,0,0,0
13900000766,0,0,0
13900000767,0,0,0
13900000768,0,0,0
13900000769,0,0,0
13900000770,0,0,0
13900000771,0,0,0
13900000772,0,0,0
13900000773,0,0,0
13900000774,0,0,0
13900000775,0,0,0
13900000776,0,0,0
13900000777,0,0,0
13900000778,0,0,0
13900000779,0,0,0
13900000780,0,0,0
13900000781,0,0,0
13900000782,0,0,0
13900000783,0,0,0
13900000784,0,0,0
13900000785,0,0,0
13900000786,0,0,0
13900000787,0,0,0
13900000788,0,0,0
13900000789,0,0,0
13900000790,0,0,0
13900000791,0,0,0
13900000792,0,0,0
13900000793,0,0,0
13900000794,0,0,0
13900000795,0,0,0
13900000796,0,0,0
13900000797,0,0,0
13900000798,0,0,0
13900000799,0,0,0
13900000800,0,0,0
13900000801,0,0,0
13900000802,0,0,0
13900000803,0,0,0
13900000804,0,0,0
13900000805,0,0,0
13900000806,0,0,0
13900000807,0,0,0
13900000808,0,0,0
13900000809,0,0,0
13900000810,0,0,0
13900000811,0,0,0
13900000812,0,0,0
13900000813,0,0,0
13900000814,0,0,0
13900000815,0,0,0
13900000816,0,0,0
13900000817,0,0,0
13900000818,0,0,0
13900000819,0,0,0
13900000820,0,0,0
13900000821,0,0,0
13900000822,0,0,0
13900000823,0,0,0
13900000824,0,0,0
13900000825,0,0,0
13900000826,0,0,0
13900000827,0,0,0
13900000828,0,0,0
13900000829,0,0,0
13900000830,0,0,0
13900000831,0,0,0
13900000832,0,0,0
13900000833,0,0,0
13900000834,0,0,0
13900000835,0,0,0
13900000836,0,0,0
13900000837,0,0,0
13900000838,0,0,0
13900000839,0,0,0
13900000840,0,0,0
13900000841,0,0,0
13900000842,0,0,0
13900000843,0,0,0
13900000844,0,0,0
13900000845,0,0,0
13900000846,0,0,0
13900000847,0,0,0
13900000848,0,0,0
13900000849,0,0,0
13900000850,0,0,0
13900000851,0,0,0
13900000852,0,0,0
13900000853,0,0,0
13900000854,0,0,0
13900000855,0,0,0
13900000856,0,0,0
13900000857,0,0,0
13900000858,0,0,0
13900000859,0,0,0
13900000860,0,0,0
13900000861,0,0,0
13900000862,0,0,0
13900000863,0,0,0
13900000864,0,0,0
13900000865,0,0,0
13900000866,0,0,0
13900000867,0,0,0
13900000868,0,0,0
13900000869,0,0,0
13900000870,0,0,0
13900000871,0,0,0
13900000872,0,0,0
13900000873,0,0,0
13900000874,0,0,0
13900000875,0,0,0
13900000876,0,0,0
13900000877,0,0,0
13900000878,0,0,0
13900000879,0,0,0
13900000880,0,0,0
13900000881,0,0,0
13900000882,0,0,0
13900000883,0,0,0
13900000884,0,0,0
13900000885,0,0,0
13900000886,0,0,0
13900000887,0,0,0
13900000888,0,0,0
13900000889,0,0,0
13900000890,0,0,0
13900000891,0,0,0
13900000892,0,0,0
13900000893,0,0,0
13900000894,0,0,0
13900000895,0,0,0
13900000896,0,0,0
13900000897,0,0,0
13900000898,0,0,0
13900000899,0,0,0
13900000900,0,0,0
13900000901,0,0,0
13900000902,0,0,0
13900000903,0,0,0
13900000904,0,0,0
13900000905,0,0,0
13900000906,0,0,0
13900000907,0,0,0
13900000908,0,0,0
13900000909,0,0,0
13900000910,0,0,0
13900000911,0,0,0
13900000912,0,0,0
13900000913,0,0,0
13900000914,0,0,0
13900000915,0,0,0
13900000916,0,0,0
13900000917,0,0,0
13900000918,0,0,0
13900000919,0,0,0
13900000920,0,0,0
13900000921,0,0,0
13900000922,0,0,0
13900000923,0,0,0
13900000924,0,0,0
13900000925,0,0,0
13900000926,0,0,0
13900000927,0,0,0
13900000928,0,0,0
13900000929,0,0,0
13900000930,0,0,0
13900000931,0,0,0
13900000932,0,0,0
13900000933,0,0,0
13900000934,0,0,0
13900000935,0,0,0
13900000936,0,0,0
13900000937,0,0,0
13900000938,0,0,0
13900000939,0,0,0
13900000940,0,0,0
13900000941,0,0,0
13900000942,0,0,0
13900000943,0,0,0
13900000944,0,0,0
13900000945,0,0,0
13900000946,0,0,0
13900000947,0,0,0
13900000948,0,0,0
13900000949,0,0,0
13900000950,0,0,0
13900000951,0,0,0
13900000952,0,0,0
13900000953,0,0,0
13900000954,0,0,0
13900000955,0,0,0
13900000956,0,0,0
13900000957,0,0,0
13900000958,0,0,0
13900000959,0,0,0
13900000960,0,0,0
13900000961,0,0,0
13900000962,0,0,0
13900000963,0,0,0
13900000964,0,0,0
13900000965,0,0,0
13900000966,0,0,0
13900000967,0,0,0
13900000968,0,0,0
13900000969,0,0,0
13900000970,0,0,0
13900000971,0,0,0
13900000972,0,0,0
13900000973,0,0,0
13900000974,0,0,0
13900000975,0,0,0
13900000976,0,0,0
13900000977,0,0,0
13900000978,0,0,0
13900000979,0,0,0
13900000980,0,0,0
13900000981,0,0,0
13900000982,0,0,0
13900000983,0,0,0
13900000984,0,0,0
13900000985,0,0,0
13900000986,0,0,0
13900000987,0,0,0
13900000988,0,0,0
13900000989,0,0,0
13900000990,0,0,0
13900000991,0,0,0
13900000992,0,0,0
13900000993,0,0,0
13900000994,0,0,0
13900000995,0,0,0
13900000996,0,0,0
13900000997,0,0,0
13900000998,0,0,0
13900000999,0,0,0
13900001000,0,0,0
13900001001,0,0,0
13900001002,0,0,0
13900001003,0,0,0
13900001004,0,0,0
13900001005,0,0,0
13900001006,0,0,0
13900001007,0,0,0
13900001008,0,0,0
13900001009,0,0,0
13900001010,0,0,0
13900001011,0,0,0
13900001012,0,0,0
13900001013,0,0,0
13900001014,0,0,0
13900001015,0,0,0
13900001016,0,0,0
13900001017,0,0,0
13900001018,0,0,0
13900001019,0,0,0
13900001020,0,0,0
13900001021,0,0,0
13900001022,0,0,0
13900001023,0,0,0
13900001024,0,0,0
13900001025,0,0,0
13900001026,0,0,0
13900001027,0,0,0
13900001028,0,0,0
13900001029,0,0,0
13900001030,0,0,0
13900001031,0,0,0
13900001032,0,0,0
13900001033,0,0,0
13900001034,0,0,0
13900001035,0,0,0
13900001036,0,0,0
13900001037,0,0,0
13900001038,0,0,0
13900001039,0,0,0
13900001040,0,0,0
13900001041,0,0,0
13900001042,0,0,0
13900001043,0,0,0
13900001044,0,0,0
13900001045,0,0,0
13900001046,0,0,0
13900001047,0,0,0
13900001048,0,0,0
13900001049,0,0,0
13900001050,0,0,0
13900001051,0,0,0
13900001052,0,0,0
13900001053,0,0,0
13900001054,0,0,0
13900001055,0,0,0
13900001056,0,0,0
13900001057,0,0,0
13900001058,0,0,0
13900001059,0,0,0
13900001060,0,0,0
13900001061,0,0,0
13900001062,0,0,0
13900001063,0,0,0
13900001064,0,0,0
13900001065,0,0,0
13900001066,0,0,0
13900001067,0,0,0
13900001068,0,0,0
13900001069,0,0,0
13900001070,0,0,0
13900001071,0,0,0
13900001072,0,0,0
13900001073,0,0,0
13900001074,0,0,0
13900001075,0,0,0
13900001076,0,0,0
13900001077,0,0,0
13900001078,0,0,0
13900001079,0,0,0
13900001080,0,0,0
13900001081,0,0,0
13900001082,0,0,0
13900001083,0,0,0
13900001084,0,0,0
13900001085,0,0,0
13900001086,0,0,0
13900001087,0,0,0
13900001088,0,0,0
13900001089,0,0,0
13900001090,0,0,0
13900001091,0,0,0
13900001092,0,0,0
13900001093,0,0,0
13900001094,0,0,0
13900001095,0,0,0
13900001096,0,0,0
13900001097,0,0,0
13900001098,0,0,0
13900001099,0,0,0
13900001100,0,0,0
13900001101,0,0,0
13900001102,0,0,0
13900001103,0,0,0
13900001104,0,0,0
13900001105,0,0,0
13900001106,0,0,0
13900001107,0,0,0
13900001108,0,0,0
13900001109,0,0,0
13900001110,0,0,0
13900001111,0,0,0
13900001112,0,0,0
13900001113,0,0,0
13900001114,0,0,0
13900001115,0,0,0
13900001116,0,0,0
13900001117,0,0,0
13900001118,0,0,0
13900001119,0,0,0
13900001120,0,0,0
13900001121,0,0,0
13900001122,0,0,0
13900001123,0,0,0
13900001124,0,0,0
13900001125,0,0,0
13900001126,0,0,0
13900001127,0,0,0
13900001128,0,0,0
13900001129,0,0,0
13900001130,0,0,0
13900001131,0,0,0
13900001132,0,0,0
13900001133,0,0,0
13900001134,0,0,0
13900001135,0,0,0
13900001136,0,0,0
13900001137,0,0,0
13900001138,0,0,0
13900001139,0,0,0
13900001140,0,0,0
13900001141,0,0,0
13900001142,0,0,0
13900001143,0,0,0
13900001144,0,0,0
13900001145,0,0,0
13900001146,0,0,0
13900001147,0,0,0
13900001148,0,0,0
13900001149,0,0,0
13900001150,0,0,0
13900001151,0,0,0
13900001152,0,0,0
13900001153,0,0,0
13900001154,0,0,0
13900001155,0,0,0
13900001156,0,0,0
13900001157,0,0,0
13900001158,0,0,0
13900001159,0,0,0
13900001160,0,0,0
13900001161,0,0,0
13900001162,0,0,0
13900001163,0,0,0
13900001164,0,0,0
13900001165,0,0,0
13900001166,0,0,0
13900001167,0,0,0
13900001168,0,0,0
13900001169,0,0,0
13900001170,0,0,0
13900001171,0,0,0
13900001172,0,0,0
13900001173,0,0,0
13900001174,0,0,0
13900001175,0,0,0
13900001176,0,0,0
13900001177,0,0,0
13900001178,0,0,0
13900001179,0,0,0
13900001180,0,0,0
13900001181,0,0,0
13900001182,0,0,0
13900001183,0,0,0
13900001184,0,0,0
13900001185,0,0,0
13900001186,0,0,0
13900001187,0,0,0
13900001188,0,0,0
13900001189,0,0,0
13900001190,0,0,0
13900001191,0,0,0
13900001192,0,0,0
13900001193,0,0,0
13900001194,0,0,0
13900001195,0,0,0
13900001196,0,0,0
13900001197,0,0,0
13900001198,0,0,0
13900001199,0,0,0
13900001200,0,0,0
13900001201,0,0,0
13900001202,0,0,0
13900001203,0,0,0
13900001204,0,0,0
13900001205,0,0,0
13900001206,0,0,0
13900001207,0,0,0
13900001208,0,0,0
13900001209,0,0,0
13900001210,0,0,0
13900001211,0,0,0
13900001212,0,0,0
13900001213,0,0,0
13900001214,0,0,0
13900001215,0,0,0
13900001216,0,0,0
13900001217,0,0,0
13900001218,0,0,0
13900001219,0,0,0
13900001220,0,0,0
13900001221,0,0,0
13900001222,0,0,0
13900001223,0,0,0
13900001224,0,0,0
13900001225,0,0,0
13900001226,0,0,0
13900001227,0,0,0
13900001228,0,0,0
13900001229,0,0,0
13900001230,0,0,0
13900001231,0,0,0
13900001232,0,0,0
13900001233,0,0,0
13900001234,0,0,0
13900001235,0,0,0
13900001236,0,0,0
13900001237,0,0,0
13900001238,0,0,0
13900001239,0,0,0
13900001240,0,0,0
13900001241,0,0,0
13900001242,0,0,0
13900001243,0,0,0
13900001244,0,0,0
13900001245,0,0,0
13900001246,0,0,0
13900001247,0,0,0
13900001248,0,0,0
13900001249,0,0,0
13900001250,0,0,0
13900001251,0,0,0
13900001252,0,0,0
13900001253,0,0,0
13900001254,0,0,0
13900001255,0,0,0
13900001256,0,0,0
13900001257,0,0,0
13900001258,0,0,0
13900001259,0,0,0
13900001260,0,0,0
13900001261,0,0,0
13900001262,0,0,0
13900001263,0,0,0
13900001264,0,0,0
13900001265,0,0,0
13900001266,0,0,0
13900001267,0,0,0
13900001268,0,0,0
13900001269,0,0,0
13900001270,0,0,0
